sample_id,project_name,species,site,latitude,longitude,collection_date,collector_name,storage_solution,storage_volume,tissue_left,tissue_left_date,sample_owner,notes
Mpyr_M_PRMB_0104,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77366101,-73.05125501,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0105,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77366202,-73.05158199,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0106,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77242301,-73.05005103,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0107,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77236601,-73.04986998,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0108,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77234296,-73.049902,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0109,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.772293,-73.04976404,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0110,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77223902,-73.04951602,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0111,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77208999,-73.04926196,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0112,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77195404,-73.04915098,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0113,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77180501,-73.04903297,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0114,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77167199,-73.04899802,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0115,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77158398,-73.04893699,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0116,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77146504,-73.04891302,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0117,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77145397,-73.05036996,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0118,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77153796,-73.05042202,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0119,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77161499,-73.05050801,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0120,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.771732,-73.05066098,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0121,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77190802,-73.05082602,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0122,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77206502,-73.05112199,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0123,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77211296,-73.05144503,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0124,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77225302,-73.05158199,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0125,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.772306,-73.05181702,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0126,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77362799,-73.05106399,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0127,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77379102,-73.05079803,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0128,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77382102,-73.05074698,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0129,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77391004,-73.05061002,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0130,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.773888,-73.05061002,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0131,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.774004,-73.05040098,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
Mpyr_M_PRMB_0132,2023 kelpEVOL,Macrocystis pyrifera,Port Raúl Marín Balmaceda,-43.77395698,-73.050404,2025-03-22,"Tom Sparke, Odisea",none,,All,2025-10-13,1,
