sample_id,project_name,species,site,latitude,longitude,collection_date,collector_name,storage_solution,storage_volume,tissue_left,tissue_left_date,sample_owner,notes
Mpyr_M_BATO_0049,2023 kelpEVOL,Macrocystis pyrifera,Baja Tortugas Baja Mexico,27.671629,-114.899521,2023-09-12,Jan Freiwald,None,,All,2024-03-24,1,
Mpyr_M_BATO_0050,2023 kelpEVOL,Macrocystis pyrifera,Baja Tortugas Baja Mexico,27.671629,-114.899521,2023-09-12,Jan Freiwald,None,,All,2024-03-24,1,
Mpyr_M_BATO_0051,2023 kelpEVOL,Macrocystis pyrifera,Baja Tortugas Baja Mexico,27.671629,-114.899521,2023-09-12,Jan Freiwald,None,,All,2024-03-24,1,
Mpyr_M_BATO_0052,2023 kelpEVOL,Macrocystis pyrifera,Baja Tortugas Baja Mexico,27.671629,-114.899521,2023-09-12,Jan Freiwald,None,,All,2024-03-24,1,
Mpyr_M_BATO_0053,2023 kelpEVOL,Macrocystis pyrifera,Baja Tortugas Baja Mexico,27.671629,-114.899521,2023-09-12,Jan Freiwald,None,,All,2024-03-24,1,
Mpyr_M_BATO_0054,2023 kelpEVOL,Macrocystis pyrifera,Baja Tortugas Baja Mexico,27.671629,-114.899521,2023-09-12,Jan Freiwald,None,,All,2024-03-24,1,
Mpyr_M_BATO_0055,2023 kelpEVOL,Macrocystis pyrifera,Baja Tortugas Baja Mexico,27.671629,-114.899521,2023-09-12,Jan Freiwald,None,,All,2024-03-24,1,
Mpyr_M_BATO_0056,2023 kelpEVOL,Macrocystis pyrifera,Baja Tortugas Baja Mexico,27.671629,-114.899521,2023-09-12,Jan Freiwald,None,,All,2024-03-24,1,
Mpyr_M_BATO_0057,2023 kelpEVOL,Macrocystis pyrifera,Baja Tortugas Baja Mexico,27.671629,-114.899521,2023-09-12,Jan Freiwald,None,,All,2024-03-24,1,
Mpyr_M_BATO_0058,2023 kelpEVOL,Macrocystis pyrifera,Baja Tortugas Baja Mexico,27.671629,-114.899521,2023-09-12,Jan Freiwald,None,,All,2024-03-24,1,
Mpyr_M_BATO_0059,2023 kelpEVOL,Macrocystis pyrifera,Baja Tortugas Baja Mexico,27.671629,-114.899521,2023-09-12,Jan Freiwald,None,,All,2024-03-24,1,
Mpyr_M_BATO_0060,2023 kelpEVOL,Macrocystis pyrifera,Baja Tortugas Baja Mexico,27.671629,-114.899521,2023-09-12,Jan Freiwald,None,,All,2024-03-24,1,
